id,num_adults,num_children,meal,required_transport,room_type_reserved,arrival_year,arrival_month,arrival_date,avg_price_per_room,booking_status,num_staying_nights,meal_id,room_type_id,room_number,expenses
Booking13326,3,0,Meal Plan 1,0,Single,2022,7,2,143.3,Canceled,2,1,4,106,113
Booking13327,2,0,Meal Plan 1,0,Double,2022,5,27,100.3,Not_Canceled,2,1,1,192,45
Booking13328,2,0,Meal Plan 1,0,Double,2022,5,22,98.3,Not_Canceled,4,1,1,103,34
Booking13329,2,0,Meal Plan 2,0,Double,2022,12,24,135.0,Canceled,3,2,1,159,63
Booking13330,1,0,Meal Plan 1,0,Double,2021,1,21,85.0,Canceled,2,1,1,80,43
Booking13331,2,0,Meal Plan 1,0,Double,2022,6,17,100.3,Not_Canceled,6,1,1,268,64
Booking13332,1,0,Meal Plan 1,0,Double,2022,1,16,140.0,Not_Canceled,2,1,1,95,75
Booking13333,2,0,Meal Plan 1,0,Double,2022,11,16,20.0,Not_Canceled,3,1,1,280,4
Booking13334,3,0,Meal Plan 1,0,Single,2022,3,1,156.43,Not_Canceled,5,1,4,97,130
Booking13335,2,0,Meal Plan 1,0,Double,2022,8,10,116.3,Not_Canceled,4,1,1,72,58
Booking13336,1,0,Meal Plan 1,0,Double,2021,1,13,127.53,Not_Canceled,4,1,1,164,52
Booking13337,2,1,Meal Plan 1,0,Suit,2022,11,29,132.5,Canceled,3,1,2,258,66
Booking13338,2,0,Not Selected,0,Double,2022,1,12,117.02,Canceled,2,4,1,113,35
Booking13339,2,0,Not Selected,0,Suit,2022,7,27,103.3,Not_Canceled,5,4,2,202,24
Booking13340,1,0,Meal Plan 1,0,Double,2022,5,3,110.0,Not_Canceled,2,1,1,3,31
Booking13341,2,0,Meal Plan 1,0,Single,2022,8,29,138.8,Not_Canceled,2,1,4,51,56
Booking13342,1,0,Meal Plan 1,0,Double,2022,2,20,123.0,Not_Canceled,3,1,1,294,91
Booking13343,3,0,Meal Plan 1,0,Single,2022,11,28,162.5,Not_Canceled,4,1,4,98,134
Booking13344,2,0,Meal Plan 1,0,Single,2022,1,1,174.0,Canceled,5,1,4,36,147
Booking13345,2,0,Meal Plan 1,0,Single,2022,3,2,139.0,Not_Canceled,5,1,4,99,81
Booking13346,1,0,Meal Plan 1,0,Double,2021,3,3,82.0,Not_Canceled,4,1,1,217,73
Booking13347,2,0,Not Selected,0,Double,2022,7,30,108.2,Canceled,2,4,1,149,95
Booking13348,2,0,Meal Plan 1,0,Single,2022,1,14,169.4,Canceled,4,1,4,291,103
Booking13349,2,0,Meal Plan 1,0,Double,2021,1,27,85.0,Not_Canceled,3,1,1,223,81
Booking13350,2,0,Meal Plan 1,0,Double,2022,12,18,100.0,Canceled,2,1,1,133,75
Booking13351,2,0,Not Selected,0,Double,2022,8,23,109.0,Canceled,4,4,1,111,48
Booking13352,2,0,Meal Plan 1,0,Double,2022,10,7,120.3,Canceled,5,1,1,233,92
Booking13353,2,0,Meal Plan 2,0,Double,2022,11,27,135.0,Canceled,3,2,1,220,132
Booking13354,2,0,Meal Plan 1,0,Double,2022,1,3,108.83,Not_Canceled,5,1,1,51,25
Booking13355,2,0,Meal Plan 1,0,Single,2022,8,7,126.2,Not_Canceled,4,1,4,123,43
Booking13356,1,0,Meal Plan 1,0,Double,2022,11,1,85.0,Not_Canceled,2,1,1,180,42
Booking13357,2,0,Meal Plan 1,0,Double,2022,12,25,98.0,Canceled,6,1,1,280,17
Booking13358,2,0,Meal Plan 1,0,Double,2022,1,13,149.6,Not_Canceled,4,1,1,114,75
Booking13359,1,0,Meal Plan 1,0,Double,2022,10,22,150.5,Not_Canceled,4,1,1,187,103
Booking13360,2,0,Not Selected,0,Double,2022,11,13,159.0,Canceled,4,4,1,278,132
Booking13361,1,0,Meal Plan 1,0,Double,2022,5,20,99.3,Not_Canceled,5,1,1,243,32
Booking13362,3,0,Meal Plan 1,0,Single,2022,2,31,181.0,Not_Canceled,2,1,4,186,135
Booking13363,2,0,Meal Plan 1,0,Single,2022,3,2,122.85,Canceled,5,1,4,56,38
Booking13364,2,0,Meal Plan 1,0,Double,2022,2,9,109.0,Canceled,4,1,1,233,54
Booking13365,1,0,Meal Plan 1,0,Double,2022,5,23,91.0,Not_Canceled,6,1,1,96,63
Booking13366,2,1,Meal Plan 1,0,Double,2022,11,2,141.5,Not_Canceled,3,1,1,15,52
Booking13367,1,0,Not Selected,0,Double,2022,9,22,84.68,Not_Canceled,2,4,1,138,39
Booking13368,1,0,Meal Plan 1,0,Suit,2022,12,1,167.73,Not_Canceled,4,1,5,14,51
Booking13369,2,0,Not Selected,0,Double,2022,12,11,96.23,Not_Canceled,3,4,1,181,78
Booking13370,2,0,Not Selected,0,Double,2022,1,1,111.63,Not_Canceled,5,4,1,295,89
Booking13371,1,0,Meal Plan 1,0,Double,2021,1,26,100.7,Canceled,5,1,1,115,58
Booking13372,2,2,Meal Plan 1,0,Delux,2022,12,25,240.0,Canceled,2,1,6,47,152
Booking13373,2,0,Meal Plan 2,0,Double,2022,7,10,149.0,Canceled,2,2,1,184,41
Booking13374,2,0,Not Selected,0,Double,2022,6,18,99.0,Canceled,3,4,1,32,87
Booking13375,1,0,Meal Plan 1,1,Double,2021,1,26,149.0,Not_Canceled,4,1,1,184,65
Booking13376,2,0,Meal Plan 2,0,Double,2022,3,18,118.0,Not_Canceled,4,2,1,227,107
Booking13377,2,0,Meal Plan 2,0,Double,2022,8,12,124.0,Not_Canceled,2,2,1,139,34
Booking13378,1,0,Meal Plan 1,0,Double,2022,7,13,86.0,Not_Canceled,3,1,1,285,43
Booking13379,2,0,Meal Plan 1,1,Double,2022,8,2,143.95999999999998,Not_Canceled,5,1,1,235,89
Booking13380,1,0,Meal Plan 1,0,Double,2021,1,23,80.0,Canceled,4,1,1,65,51
Booking13381,3,0,Meal Plan 1,0,Single,2022,1,13,171.2,Not_Canceled,4,1,4,156,112
Booking13382,1,0,Meal Plan 1,0,Double,2022,1,2,85.0,Not_Canceled,2,1,1,194,17
Booking13383,2,0,Meal Plan 1,0,Double,2022,12,2,129.8,Not_Canceled,2,1,1,106,58
Booking13384,1,0,Meal Plan 1,0,Double,2022,10,21,150.0,Canceled,3,1,1,136,61
Booking13385,1,0,Meal Plan 1,1,Double,2022,1,19,87.0,Not_Canceled,2,1,1,233,60
Booking13386,2,0,Meal Plan 1,0,Double,2022,11,22,132.0,Canceled,3,1,1,142,111
Booking13387,2,0,Meal Plan 1,0,Double,2021,1,24,114.5,Not_Canceled,6,1,1,73,32
Booking13388,2,1,Meal Plan 1,0,Single,2022,1,15,171.2,Canceled,4,1,4,131,137
Booking13389,1,0,Not Selected,0,Double,2022,2,2,69.59,Not_Canceled,5,4,1,270,22
Booking13390,2,0,Meal Plan 1,0,Double,2022,2,21,108.4,Canceled,7,1,1,300,104
Booking13391,2,0,Meal Plan 2,0,Double,2022,12,24,135.0,Canceled,3,2,1,69,91
Booking13392,2,0,Meal Plan 1,0,Double,2022,5,31,84.0,Not_Canceled,2,1,1,1,52
Booking13393,1,0,Meal Plan 1,0,Double,2022,9,23,150.0,Not_Canceled,3,1,1,234,74
Booking13394,1,0,Meal Plan 1,0,Double,2021,1,26,150.0,Not_Canceled,3,1,1,200,106
Booking13395,3,0,Meal Plan 1,0,Single,2022,8,18,135.6,Not_Canceled,4,1,4,293,30
Booking13396,1,0,Not Selected,0,Double,2022,10,13,129.0,Not_Canceled,2,4,1,254,103
Booking13397,1,0,Meal Plan 1,0,Double,2022,6,28,105.0,Canceled,2,1,1,19,53
Booking13398,2,0,Meal Plan 1,0,Double,2021,11,14,96.5,Not_Canceled,6,1,1,234,34
Booking13399,2,0,Meal Plan 1,0,Double,2021,1,22,90.0,Canceled,2,1,1,145,17
Booking13400,2,0,Meal Plan 1,0,Double,2022,9,26,160.0,Not_Canceled,3,1,1,77,48
Booking13401,2,0,Meal Plan 1,0,Double,2021,1,3,153.5,Canceled,5,1,1,30,74
Booking13402,1,0,Meal Plan 1,0,Double,2022,7,9,115.0,Not_Canceled,2,1,1,240,34
Booking13403,2,0,Meal Plan 1,0,Double,2022,8,12,95.0,Canceled,2,1,1,236,39
Booking13404,2,0,Meal Plan 1,0,Single,2022,12,1,129.8,Not_Canceled,2,1,4,234,87
Booking13405,3,0,Meal Plan 1,0,Single,2022,10,1,141.55,Not_Canceled,7,1,4,238,65
Booking13406,2,2,Meal Plan 1,0,Single,2022,5,4,62.0,Not_Canceled,2,1,4,121,35
Booking13407,2,0,Meal Plan 1,0,Double,2022,1,1,149.0,Not_Canceled,4,1,1,288,118
Booking13408,1,0,Meal Plan 1,0,Double,2022,9,10,130.1,Not_Canceled,4,1,1,171,51
Booking13409,2,0,Meal Plan 2,0,Double,2022,11,4,135.0,Canceled,3,2,1,256,51
Booking13410,1,0,Meal Plan 1,0,Double,2022,10,12,130.0,Not_Canceled,3,1,1,20,111
Booking13411,2,0,Not Selected,0,Double,2022,2,25,115.0,Canceled,2,4,1,279,80
Booking13412,2,0,Not Selected,0,Double,2022,11,20,159.0,Not_Canceled,4,4,1,143,118
Booking13413,2,0,Meal Plan 2,0,Double,2022,12,20,190.1,Not_Canceled,5,2,1,112,156
Booking13414,2,0,Meal Plan 1,0,Double,2022,8,3,85.0,Not_Canceled,2,1,1,259,35
Booking13415,2,0,Meal Plan 1,0,Double,2021,1,8,93.51,Not_Canceled,4,1,1,179,36
Booking13416,1,0,Meal Plan 1,0,Double,2021,1,28,85.0,Not_Canceled,2,1,1,215,34
Booking13417,2,0,Meal Plan 2,0,Double,2022,12,12,168.5,Not_Canceled,4,2,1,264,145
Booking13418,1,0,Not Selected,0,Double,2022,8,9,109.0,Not_Canceled,2,4,1,76,37
Booking13419,2,0,Meal Plan 1,0,Double,2022,8,15,90.0,Not_Canceled,3,1,1,150,38
Booking13420,1,0,Meal Plan 1,0,Double,2022,8,24,92.25,Canceled,5,1,1,127,80
Booking13421,2,0,Meal Plan 1,0,Single,2022,3,1,103.16,Not_Canceled,2,1,4,85,53
Booking13422,2,0,Not Selected,0,Double,2022,8,15,99.5,Not_Canceled,4,4,1,150,73
Booking13423,2,0,Meal Plan 2,0,Double,2021,12,7,114.5,Canceled,4,2,1,147,109
Booking13424,2,0,Meal Plan 1,0,Single,2022,10,10,166.0,Not_Canceled,3,1,4,132,135
Booking13425,3,0,Meal Plan 1,0,Single,2022,11,17,162.2,Canceled,3,1,4,196,151
Booking13426,2,0,Meal Plan 2,0,Double,2021,1,22,129.0,Not_Canceled,2,2,1,229,126
Booking13427,2,0,Meal Plan 1,0,Suit,2022,1,15,130.7,Not_Canceled,5,1,2,45,63
Booking13428,2,0,Not Selected,0,Double,2022,12,30,145.67000000000002,Not_Canceled,4,4,1,5,37
Booking13429,2,0,Meal Plan 1,0,Double,2022,1,18,95.0,Not_Canceled,4,1,1,122,26
Booking13430,2,0,Meal Plan 1,0,Double,2022,11,1,125.3,Canceled,2,1,1,61,46
Booking13431,1,0,Meal Plan 2,0,Double,2021,3,16,20.0,Not_Canceled,3,2,1,148,7
Booking13432,2,0,Meal Plan 1,0,Double,2022,9,26,120.0,Canceled,3,1,1,105,27
Booking13433,2,0,Not Selected,0,Double,2022,12,20,98.35,Not_Canceled,5,4,1,174,55
Booking13434,2,0,Meal Plan 1,0,Double,2022,1,31,110.09,Not_Canceled,3,1,1,116,53
Booking13435,2,0,Meal Plan 1,0,Double,2022,2,10,113.6,Canceled,4,1,1,219,93
Booking13436,2,0,Meal Plan 1,0,Double,2022,2,31,90.82,Not_Canceled,6,1,1,277,49
Booking13437,2,0,Meal Plan 1,0,Double,2022,11,1,85.49,Canceled,8,1,1,153,30
Booking13438,1,0,Meal Plan 1,0,Double,2022,9,15,20.0,Not_Canceled,2,1,1,53,5
Booking13439,2,0,Not Selected,0,Double,2022,9,11,121.58,Not_Canceled,5,4,1,116,22
Booking13440,2,0,Meal Plan 1,0,Double,2022,10,16,110.67,Not_Canceled,4,1,1,187,26
Booking13441,2,0,Meal Plan 2,0,Double,2021,12,20,121.5,Not_Canceled,3,2,1,94,94
Booking13442,2,0,Meal Plan 1,0,Double,2022,1,11,157.1,Not_Canceled,4,1,1,20,140
Booking13443,2,0,Meal Plan 1,0,Single,2021,1,30,127.03,Not_Canceled,2,1,4,43,28
Booking13444,1,0,Meal Plan 1,0,Double,2021,1,18,85.0,Not_Canceled,2,1,1,90,70
Booking13445,2,0,Meal Plan 1,0,Double,2021,1,10,125.0,Not_Canceled,2,1,1,276,107
Booking13446,2,0,Not Selected,0,Double,2021,1,8,116.0,Not_Canceled,3,4,1,244,96
Booking13447,2,0,Meal Plan 1,0,Single,2022,9,30,152.6,Canceled,5,1,4,76,108
Booking13448,2,0,Meal Plan 1,0,Suit,2022,7,1,109.78,Not_Canceled,8,1,5,129,72
Booking13449,2,0,Meal Plan 1,0,Double,2022,1,8,111.48,Not_Canceled,6,1,1,250,48
Booking13450,1,0,Meal Plan 1,0,Double,2021,1,20,105.5,Not_Canceled,3,1,1,256,22
Booking13451,2,0,Meal Plan 1,0,Double,2022,11,31,125.3,Canceled,3,1,1,264,74
Booking13452,1,0,Not Selected,0,Double,2022,9,16,105.93,Not_Canceled,2,4,1,210,50
Booking13453,2,0,Not Selected,0,Double,2022,2,16,126.21,Not_Canceled,7,4,1,59,51
Booking13454,2,0,Meal Plan 1,0,Double,2022,3,29,108.4,Not_Canceled,5,1,1,55,49
Booking13455,2,0,Not Selected,0,Double,2022,12,9,114.5,Not_Canceled,2,4,1,199,108
Booking13456,2,0,Meal Plan 1,0,Double,2022,8,14,105.6,Canceled,3,1,1,246,86
Booking13457,2,0,Meal Plan 1,0,Single,2022,1,21,165.2,Not_Canceled,7,1,4,276,141
Booking13458,2,0,Meal Plan 1,0,Single,2021,1,13,90.83,Canceled,7,1,4,143,80
Booking13459,2,0,Meal Plan 1,0,Double,2022,7,24,79.5,Not_Canceled,5,1,1,83,45
Booking13460,2,0,Meal Plan 1,0,Double,2022,1,12,157.0,Canceled,6,1,1,152,121
Booking13461,2,0,Meal Plan 1,0,Double,2022,3,5,130.5,Not_Canceled,5,1,1,151,97
Booking13462,1,0,Meal Plan 1,0,Single,2022,2,14,114.0,Not_Canceled,2,1,4,138,72
Booking13463,1,0,Meal Plan 1,0,Double,2022,6,17,105.0,Canceled,2,1,1,208,38
Booking13464,2,1,Meal Plan 1,1,Double,2022,12,9,181.1,Not_Canceled,5,1,1,155,131
Booking13465,2,0,Meal Plan 1,1,Double,2022,7,22,129.0,Not_Canceled,2,1,1,104,97
Booking13466,2,0,Meal Plan 1,0,Double,2022,1,22,130.0,Canceled,2,1,1,14,40
Booking13467,2,0,Not Selected,0,Double,2022,3,5,149.0,Not_Canceled,3,4,1,206,27
Booking13468,2,0,Not Selected,0,Double,2021,2,23,105.0,Not_Canceled,2,4,1,10,65
Booking13469,1,0,Meal Plan 1,0,Double,2021,2,31,85.0,Not_Canceled,2,1,1,99,33
Booking13470,1,0,Meal Plan 1,0,Double,2021,1,27,20.0,Not_Canceled,3,1,1,32,11
Booking13471,2,0,Meal Plan 1,0,Double,2022,8,3,115.2,Canceled,5,1,1,158,30
Booking13472,2,0,Meal Plan 1,0,Single,2022,8,28,138.8,Canceled,3,1,4,278,72
Booking13473,2,0,Meal Plan 1,0,Double,2022,7,13,123.0,Not_Canceled,3,1,1,240,108
Booking13474,2,0,Meal Plan 1,0,Double,2022,8,2,110.0,Not_Canceled,5,1,1,106,101
Booking13475,2,0,Meal Plan 2,0,Double,2021,12,20,129.0,Not_Canceled,3,2,1,44,74
Booking13476,2,0,Meal Plan 1,0,Double,2022,9,22,125.3,Not_Canceled,4,1,1,39,60
Booking13477,2,0,Meal Plan 1,0,Double,2022,1,19,125.0,Not_Canceled,4,1,1,147,23
Booking13478,2,0,Not Selected,0,Double,2021,2,11,115.0,Not_Canceled,3,4,1,268,41
Booking13479,2,0,Meal Plan 1,0,Double,2021,1,22,68.0,Not_Canceled,3,1,1,41,13
Booking13480,1,0,Meal Plan 1,0,Double,2022,7,17,95.0,Not_Canceled,2,1,1,218,44
Booking13481,2,0,Meal Plan 1,0,Single,2022,3,4,168.0,Not_Canceled,4,1,4,261,159
Booking13482,2,0,Meal Plan 1,0,Single,2021,1,20,123.84,Not_Canceled,5,1,4,9,96
Booking13483,2,0,Meal Plan 2,0,Double,2022,12,24,135.0,Canceled,3,2,1,207,46
Booking13484,1,1,Meal Plan 1,0,Double,2022,12,17,106.36,Not_Canceled,6,1,1,39,72
Booking13485,2,0,Meal Plan 1,0,Double,2022,2,25,124.0,Canceled,3,1,1,157,89
Booking13486,3,0,Meal Plan 1,0,Double,2021,11,17,124.0,Not_Canceled,2,1,1,50,112
Booking13487,2,0,Meal Plan 1,0,Double,2022,2,8,110.0,Not_Canceled,6,1,1,102,69
Booking13488,2,0,Not Selected,0,Double,2022,7,10,103.4,Canceled,11,4,1,116,79
Booking13489,2,0,Meal Plan 1,0,Single,2022,9,1,196.0,Not_Canceled,4,1,4,210,51
Booking13490,2,0,Meal Plan 1,0,Double,2022,10,8,120.0,Not_Canceled,3,1,1,172,72
Booking13491,1,0,Meal Plan 1,0,Double,2021,1,21,120.0,Not_Canceled,2,1,1,39,104
Booking13492,2,0,Not Selected,0,Double,2022,2,10,108.0,Not_Canceled,3,4,1,223,48
Booking13493,2,0,Not Selected,0,Double,2022,8,10,100.75,Canceled,6,4,1,117,47
Booking13494,1,0,Meal Plan 1,0,Double,2022,8,25,115.0,Canceled,2,1,1,114,37
Booking13495,2,0,Not Selected,0,Double,2022,12,23,129.0,Canceled,2,4,1,92,59
Booking13496,1,0,Meal Plan 1,0,Double,2021,3,30,101.0,Not_Canceled,2,1,1,136,74
Booking13497,2,0,Meal Plan 1,0,Double,2021,1,13,111.6,Not_Canceled,3,1,1,200,42
Booking13498,3,0,Meal Plan 1,0,Double,2022,6,18,147.0,Canceled,5,1,1,84,31
Booking13499,1,0,Meal Plan 1,0,Double,2022,5,18,86.0,Not_Canceled,2,1,1,6,33
Booking13500,2,0,Not Selected,0,Double,2022,1,17,128.0,Not_Canceled,4,4,1,123,29
Booking13501,2,0,Not Selected,0,Double,2022,6,31,89.9,Canceled,4,4,1,259,85
Booking13502,1,0,Meal Plan 1,0,Double,2022,1,19,115.0,Not_Canceled,4,1,1,47,68
Booking13503,2,0,Meal Plan 1,1,Double,2021,12,15,119.0,Not_Canceled,3,1,1,60,93
Booking13504,2,0,Not Selected,0,Double,2022,2,23,94.8,Not_Canceled,5,4,1,33,44
Booking13505,1,0,Meal Plan 1,0,Double,2022,9,14,115.0,Not_Canceled,6,1,1,229,108
Booking13506,1,0,Meal Plan 2,0,Double,2021,12,20,107.0,Not_Canceled,3,2,1,261,35
Booking13507,2,1,Meal Plan 1,0,Double,2022,6,16,137.75,Not_Canceled,5,1,1,53,130
Booking13508,2,1,Meal Plan 2,1,Double,2022,11,25,181.1,Not_Canceled,3,2,1,134,133
Booking13509,2,0,Meal Plan 1,0,Double,2022,10,8,120.0,Not_Canceled,3,1,1,204,107
Booking13510,2,1,Meal Plan 1,0,Double,2022,1,24,182.33,Not_Canceled,4,1,1,58,75
Booking13511,2,0,Meal Plan 1,0,Double,2022,12,4,129.8,Canceled,4,1,1,237,71
Booking13512,2,2,Meal Plan 1,0,Delux,2022,11,10,188.3,Canceled,4,1,6,152,139
Booking13513,2,0,Meal Plan 1,0,Double,2022,9,3,131.35,Not_Canceled,6,1,1,287,102
Booking13514,1,0,Meal Plan 1,0,Single,2022,5,5,98.6,Not_Canceled,3,1,4,238,16
Booking13515,2,0,Not Selected,0,Double,2021,12,17,109.0,Not_Canceled,3,4,1,64,76
Booking13516,2,0,Not Selected,0,Double,2022,11,26,128.0,Not_Canceled,2,4,1,93,85
Booking13517,3,0,Meal Plan 1,0,Single,2022,1,25,171.2,Canceled,4,1,4,24,126
Booking13518,1,0,Meal Plan 1,0,Double,2022,5,12,93.9,Not_Canceled,2,1,1,212,38
Booking13519,2,0,Meal Plan 1,0,Double,2022,9,26,120.0,Canceled,3,1,1,221,24
Booking13520,1,0,Meal Plan 1,0,Single,2022,5,25,97.6,Not_Canceled,4,1,4,197,63
Booking13521,2,0,Meal Plan 1,1,Suit,2021,2,11,125.5,Not_Canceled,4,1,2,232,80
Booking13522,2,0,Meal Plan 1,0,Double,2022,9,20,125.28,Not_Canceled,8,1,1,244,96
Booking13523,2,0,Meal Plan 1,0,Double,2021,1,24,109.25,Not_Canceled,5,1,1,95,41
Booking13524,1,0,Meal Plan 1,0,Double,2022,11,31,110.9,Not_Canceled,4,1,1,279,66
Booking13525,2,0,Meal Plan 1,0,Double,2022,1,8,139.85,Canceled,5,1,1,201,29
Booking13526,2,0,Meal Plan 1,0,Single,2022,12,5,117.0,Not_Canceled,3,1,4,299,85
Booking13527,2,1,Meal Plan 1,0,Double,2022,11,31,141.5,Canceled,2,1,1,100,34
Booking13528,2,0,Meal Plan 1,0,Double,2021,1,15,95.0,Not_Canceled,4,1,1,105,20
Booking13529,1,0,Not Selected,1,Double,2022,10,2,166.0,Not_Canceled,2,4,1,8,45
Booking13530,2,0,Meal Plan 1,0,Double,2021,1,15,125.0,Not_Canceled,3,1,1,86,41
Booking13531,2,0,Meal Plan 1,0,Double,2022,5,21,80.28999999999999,Canceled,4,1,1,120,16
Booking13532,2,0,Meal Plan 1,0,Double,2022,9,18,100.75,Not_Canceled,5,1,1,253,81
Booking13533,2,0,Meal Plan 1,0,Double,2021,1,22,90.0,Canceled,2,1,1,32,80
Booking13534,3,0,Meal Plan 1,0,Single,2022,8,21,177.0,Not_Canceled,4,1,4,202,41
Booking13535,2,1,Meal Plan 1,0,Double,2021,3,11,101.6,Not_Canceled,5,1,1,145,72
Booking13536,1,0,Meal Plan 1,0,Double,2022,7,8,99.5,Not_Canceled,3,1,1,298,97
Booking13537,2,0,Meal Plan 1,0,Double,2022,6,30,87.22,Not_Canceled,3,1,1,242,53
Booking13538,1,0,Meal Plan 1,0,Double,2021,2,23,91.0,Not_Canceled,2,1,1,133,25
Booking13539,2,0,Not Selected,0,Double,2022,6,27,99.0,Not_Canceled,3,4,1,110,37
Booking13540,2,0,Meal Plan 1,0,Double,2021,1,14,125.0,Not_Canceled,5,1,1,181,69
Booking13541,1,0,Meal Plan 1,0,Double,2021,1,1,85.0,Canceled,3,1,1,22,62
Booking13542,2,0,Meal Plan 1,0,Double,2022,3,8,105.0,Not_Canceled,3,1,1,85,64
Booking13543,1,0,Meal Plan 1,0,Double,2022,1,26,109.0,Not_Canceled,2,1,1,119,56
Booking13544,2,0,Meal Plan 1,0,Double,2022,12,28,120.0,Not_Canceled,3,1,1,218,82
Booking13545,2,0,Meal Plan 1,0,Single,2022,10,7,160.4,Canceled,4,1,4,6,155
Booking13546,1,0,Meal Plan 1,0,Double,2022,8,28,93.3,Not_Canceled,6,1,1,110,20
Booking13547,2,0,Meal Plan 2,0,Double,2022,10,22,65.0,Not_Canceled,4,2,1,58,43
Booking13548,1,0,Meal Plan 1,0,Double,2021,3,3,72.7,Not_Canceled,4,1,1,50,33
Booking13549,2,0,Meal Plan 1,0,Double,2022,6,2,86.29,Not_Canceled,8,1,1,78,83
Booking13550,2,0,Meal Plan 1,0,Double,2022,9,16,110.0,Not_Canceled,4,1,1,21,85
Booking13551,2,0,Not Selected,0,Double,2022,2,17,83.0,Not_Canceled,3,4,1,227,60
Booking13552,1,0,Meal Plan 1,0,Double,2022,7,26,95.0,Not_Canceled,2,1,1,129,24
Booking13553,2,0,Meal Plan 1,0,Single,2022,1,27,152.3,Canceled,3,1,4,76,119
Booking13554,2,0,Not Selected,0,Double,2022,9,15,136.1,Canceled,6,4,1,229,129
Booking13555,2,1,Meal Plan 1,1,Single,2022,12,14,181.1,Not_Canceled,3,1,4,203,81
Booking13556,2,0,Not Selected,0,Double,2022,9,27,136.1,Canceled,6,4,1,213,97
Booking13557,2,0,Meal Plan 1,0,Double,2022,7,31,89.5,Not_Canceled,5,1,1,130,40
Booking13558,1,0,Meal Plan 1,0,Double,2022,11,30,85.0,Not_Canceled,3,1,1,204,18
Booking13559,2,0,Meal Plan 1,0,Double,2022,7,1,120.0,Canceled,4,1,1,129,72
Booking13560,2,0,Meal Plan 1,0,Single,2021,2,15,80.0,Not_Canceled,5,1,4,169,33
Booking13561,2,0,Meal Plan 1,0,Double,2022,10,14,107.67,Not_Canceled,5,1,1,263,95
Booking13562,2,0,Meal Plan 1,0,Single,2022,9,19,160.4,Not_Canceled,3,1,4,127,143
Booking13563,2,0,Not Selected,0,Double,2022,10,4,127.0,Not_Canceled,2,4,1,91,86
Booking13564,2,0,Meal Plan 1,0,Double,2022,9,8,150.0,Not_Canceled,4,1,1,83,64
Booking13565,2,0,Meal Plan 1,0,Double,2022,7,31,120.0,Canceled,4,1,1,117,64
Booking13566,2,1,Meal Plan 1,0,Double,2022,12,26,134.75,Canceled,6,1,1,191,113
Booking13567,2,0,Meal Plan 1,0,Double,2022,11,28,92.76,Not_Canceled,5,1,1,105,39
Booking13568,2,0,Not Selected,0,Double,2022,7,22,117.0,Not_Canceled,4,4,1,132,96
Booking13569,2,0,Meal Plan 1,0,Double,2021,1,17,96.81,Canceled,2,1,1,120,84
Booking13570,2,0,Meal Plan 1,0,Double,2022,1,27,94.15,Canceled,4,1,1,55,92
Booking13571,2,0,Meal Plan 1,0,Delux,2022,2,31,176.6,Not_Canceled,3,1,6,2,49
Booking13572,2,0,Not Selected,0,Double,2022,1,1,104.43,Canceled,5,4,1,144,97
Booking13573,1,0,Not Selected,0,Double,2022,8,20,122.0,Not_Canceled,4,4,1,92,84
Booking13574,1,0,Not Selected,1,Double,2022,8,17,109.0,Not_Canceled,2,4,1,131,39
Booking13575,1,0,Meal Plan 1,0,Double,2022,8,3,89.56,Not_Canceled,7,1,1,284,49
Booking13576,2,0,Meal Plan 1,0,Single,2022,7,19,102.45,Not_Canceled,6,1,4,203,67
Booking13577,1,0,Meal Plan 1,0,Suit,2022,11,14,126.0,Not_Canceled,2,1,5,128,37
Booking13578,1,0,Meal Plan 1,0,Double,2022,2,29,95.2,Not_Canceled,2,1,1,108,60
Booking13579,2,0,Meal Plan 1,0,Double,2022,11,7,137.9,Not_Canceled,4,1,1,252,101
Booking13580,2,0,Meal Plan 1,0,Double,2021,1,3,105.0,Not_Canceled,3,1,1,80,34
Booking13581,3,0,Meal Plan 1,0,Single,2022,6,1,150.0,Not_Canceled,4,1,4,166,137
Booking13582,2,0,Meal Plan 1,0,Single,2022,11,29,129.8,Canceled,4,1,4,42,104
Booking13583,1,0,Meal Plan 2,0,Double,2022,10,12,110.0,Not_Canceled,3,2,1,155,92
Booking13584,2,0,Meal Plan 2,0,Double,2022,1,29,135.0,Canceled,3,2,1,87,121
Booking13585,1,0,Meal Plan 1,0,Double,2022,10,30,115.0,Canceled,3,1,1,272,38
Booking13586,2,0,Not Selected,0,Double,2022,3,13,94.8,Not_Canceled,6,4,1,54,66
Booking13587,2,0,Meal Plan 2,0,Double,2021,12,3,114.5,Not_Canceled,4,2,1,85,109
Booking13588,3,0,Meal Plan 2,0,Single,2022,11,22,211.57,Not_Canceled,8,2,4,128,78
Booking13589,2,0,Meal Plan 2,0,Double,2021,12,7,114.5,Not_Canceled,4,2,1,2,101
Booking13590,2,0,Meal Plan 1,0,Double,2022,3,1,78.36,Not_Canceled,8,1,1,281,22
Booking13591,2,0,Not Selected,0,Double,2022,7,17,117.0,Canceled,3,4,1,7,40
Booking13592,2,2,Meal Plan 1,0,Delux,2022,10,17,180.8,Not_Canceled,2,1,6,148,164
Booking13593,2,0,Not Selected,0,Double,2022,12,3,105.5,Not_Canceled,4,4,1,178,64
Booking13594,2,0,Not Selected,0,Double,2022,3,8,99.2,Not_Canceled,3,4,1,97,47
